isbn13,title,format,cost,product_url,category_path,sell_price,status,score,listed_at,sold_at,delisted_at,delist_reason,checked_at,offer_id,description,relisted_at,sales_count,protected
9781108965910,Core Radiology: A Visual Approach to Diagnostic Im...,Paperback,96.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=426706,315,126.09,active,,2026-04-20T08:32:09.203513,,,,2026-05-02T07:00:05.561732,156582671011,Core Radiology: A Visual Approach to Diagnostic Imaging is designed for medical students and radiologists learning to interpret diagnostic images across body systems. This textbook emphasizes visual learning with high-quality imaging examples to build practical diagnostic skills. ISBN 9781108965910.,2026-04-25T21:12:22Z,0,false
9780521809269,"The Art of Electronics, 3rd edition by Paul Horowi...",Paperback,76.99,https://www.booksgoat.com/the-art-of-electronics-3rd-edition-9780521809269,315,100.09,active,,2026-04-20T08:32:15.094092,,,,2026-05-02T07:00:05.561732,156582697011,"The Art of Electronics, 3rd edition, is the definitive guide to circuit design and electronic engineering for students, hobbyists, and professionals. This extensively revised edition includes updated material on modern components and techniques with over 1,000 pages of detailed explanations and practical examples. Ideal for anyone seeking in-depth knowledge of analog and digital electronics.",2026-04-25T21:12:22Z,40,true
9781119460985,Point-of-Care Ultrasound Techniques for the Small ...,Paperback,89.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=428203,315,116.99,active,,2026-04-20T08:32:22.075195,,,,2026-05-02T07:00:05.561732,156582738011,This textbook covers point-of-care ultrasound techniques designed for veterinarians and practitioners working with small animals. It includes detailed illustrations and step-by-step procedural guidance to support hands-on learning and clinical application. ISBN: 9781119460985.,2026-04-25T21:12:22Z,0,false
9780815366546,Behavior Modification: What It Is and How To Do It...,Paperback,79.99,https://www.booksgoat.com/behavior-modification-11thedition-martin-9780815366546,315,103.99,active,,2026-04-20T08:32:31.675514,,,,2026-05-02T07:00:05.561732,156582785011,"This textbook introduces behavior modification principles and practical techniques for students and professionals in psychology, education, and counseling. It features clear explanations of behavioral theory with real-world applications that help readers implement strategies effectively. The book includes updated research and contemporary examples relevant to modern practice settings.",2026-04-25T21:12:22Z,0,false
9781884989117,Spacecraft Thermal Control Handbook – Edited by ...,Paperback,53.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=409588,315,70.19,active,,2026-04-20T08:32:38.830842,,,,2026-05-02T07:00:05.561732,156582823011,"This textbook provides detailed guidance on thermal control systems for spacecraft design and operation, ideal for engineers and students in aerospace disciplines. The handbook includes practical engineering solutions and real-world case studies that demonstrate thermal management principles in active satellite and mission applications.",2026-04-25T21:12:22Z,0,false
9781641950565,ACI CODE-318-19(22): Building Code Requirements fo...,Paperback,76.99,https://www.booksgoat.com/aci-318-19-building-code-book-structural-concrete,315,,pending,,,,,,,156576814011,"ACI CODE-318-19(22): Building Code Requirements fo...

ISBN-13: 9781641950565",,0,false
9781544343242,Counseling Individuals Through the Lifespan 2nd ed...,Paperback,69.99,https://www.booksgoat.com/counseling-individuals-lifespan-2nd-wong-hall-hernandez,315,90.99,active,,2026-04-20T08:32:54.904209,,,,2026-05-02T07:00:05.561732,156582840011,"This second edition textbook covers counseling theories and practices across human development stages, designed for graduate students and counseling professionals. The updated edition incorporates contemporary case studies and research reflecting current clinical practice standards.",2026-04-25T21:12:22Z,0,false
9781138369917,Introduction to Probability by Joseph K. Blitzstei...,Paperback,46.99,https://www.booksgoat.com/introduction-to-probability-2nd-edition-9781138369917,315,61.09,active,,2026-04-20T08:33:01.792722,,,,2026-05-02T07:00:05.561732,156582861011,"Introduction to Probability by Joseph K. Blitzstein covers fundamental probability concepts and applications, ideal for students and professionals seeking to build mathematical foundations. This edition includes numerous worked examples and practice problems throughout to reinforce learning. The ISBN is 9781138369917.",2026-04-25T21:12:22Z,0,false
9781285769417,"Milady Standard Cosmetology 2016, 13th edition (IS...",Paperback,109.99,https://www.booksgoat.com/milady-standard-cosmetology-2016,315,142.99,active,,2026-04-20T08:33:08.401171,,,,2026-05-02T07:00:05.561732,156582879011,"Milady Standard Cosmetology 13th edition (2016) covers essential theory and practical skills for cosmetology students and professionals preparing for licensing exams. This edition includes updated techniques, safety protocols, and color photography to illustrate procedures and application methods. ISBN 9781285769417.",2026-04-25T21:12:22Z,0,false
9781591268567,PPI PE Structural 16-Hour Practice Exam for Buildi...,Paperback,69.99,https://www.booksgoat.com/ppi-pe-structural-16-hour-practice-exam-buildings-6th-edition-9781591268567,315,90.99,active,,2026-04-20T08:33:15.688900,,,,2026-05-02T07:00:05.561732,156582892011,This PPI PE Structural 16-Hour Practice Exam book prepares civil engineers for the PE structural exam with realistic test simulations. It includes full-length practice exams with detailed solutions to help you identify weak areas and build confidence before test day.,2026-04-25T21:12:22Z,0,false
9781617316203,Exploring Anatomy & Physiology in the Laborato...,Paperback,69.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=427014,315,90.99,active,,2026-04-20T08:33:21.398666,,,,2026-05-02T07:00:05.561732,156582920011,This laboratory manual introduces students to human anatomy and physiology through hands-on dissection and observation exercises. The book features detailed anatomical illustrations and structured lab activities that reinforce classroom learning with practical experience.,2026-04-25T21:12:22Z,0,false
9781579478889,"Guides to the Evaluation of Permanent Impairment, ...",Paperback,89.99,https://www.booksgoat.com/guides-to-the-evaluation-of-permanent-impairment-6th-edition-9781579478889,315,116.99,active,,2026-04-20T08:33:28.844192,,,,2026-05-02T07:00:05.561732,156582949011,"This textbook guides medical professionals and evaluators through assessing and documenting permanent physical impairment using standardized criteria. It includes detailed tables, diagnostic criteria, and case examples to support accurate disability ratings and medical-legal reports.",2026-04-25T21:12:22Z,0,false
9780323905497,"Formulas and Calculations for Drilling, Production...",Paperback,79.99,https://www.booksgoat.com/formulas-and-calculations-for-drilling-production-and-workover-5th-edition,315,103.99,active,,2026-04-20T08:33:34.720115,,,,2026-05-02T07:00:05.561732,156582992011,This textbook covers practical formulas and calculations essential for drilling and production engineers working in the oil and gas industry. It provides quick-reference solutions and worked examples that streamline complex technical problem-solving in the field.,2026-04-25T21:12:22Z,0,false
9781577667391,"Factory Physics, 3rd Edition by Wallace J. Hopp &a...",Paperback,59.99,https://www.booksgoat.com/factory-physics-3rd-edition-9781577667391,315,121.55,active,3.512956,2026-04-18T06:40:15.811805,,,,2026-05-02T07:00:05.561732,156583012011,"Factory Physics, 3rd Edition by Wallace J. Hopp provides practical principles for managing manufacturing operations and supply chains, ideal for students and professionals in industrial engineering. This edition includes updated real-world case studies and quantitative models for optimizing production systems. The text combines theory with actionable frameworks for improving factory performance.",2026-04-25T21:12:22Z,0,false
9781569003930,"Occupational Therapy in Acute Care, 2nd edition by...",Paperback,66.99,https://www.booksgoat.com/Occupational-theory-in-acute-care-9781569003930,315,87.09,active,,2026-04-20T08:33:40.464712,,,,2026-05-02T07:00:05.561732,156583050011,"This second edition textbook covers occupational therapy practice and clinical applications in acute care hospital settings, designed for OT students and practicing therapists. The updated edition includes evidence-based interventions and case studies that reflect current acute care practice models. ISBN: 9781569003930.",2026-04-25T21:12:22Z,0,false
9788350705218,"Sterile Processing Technical Manual (CRCST), 9th E...",Paperback,59.99,https://www.booksgoat.com/sterile-processing-technical-manual-9th-edition,315,,pending,,,,,,,154288293011,,,0,false
9780262039246,"Reinforcement Learning: An Introduction, 2nd Editi...",Paperback,51.99,https://www.booksgoat.com/reinforcement-learning-2nd-edition-sutton-barto,315,67.59,active,,2026-04-20T08:33:55.615164,,,,2026-05-02T07:00:05.561732,156583090011,"Reinforcement Learning: An Introduction, 2nd Edition by Sutton and Barto covers fundamental and advanced RL concepts for students and researchers in AI and machine learning. This updated edition includes new material on deep reinforcement learning and modern applications. The book features extensive examples and mathematical foundations for both theoretical understanding and practical implementation.",2026-04-25T21:12:22Z,0,false
9781944366445,2021 Uniform Mechanical Code Soft Cover with Tabs ...,Paperback,79.99,https://www.booksgoat.com/2021-uniform-mechanical-code-soft-cover-tabs-9781944366445,315,127.3,active,0.838808,2026-04-20T14:11:53.558851,,,,2026-05-02T07:00:05.561732,156583127011,"The 2021 Uniform Mechanical Code provides mechanical contractors, inspectors, and installers with current standards and requirements for mechanical systems and equipment. This soft cover edition includes pre-installed tabs for quick navigation to frequently referenced sections. ISBN 9781944366445.",,0,false
9781108473224,"Modern Quantum Mechanics, 3rd Edition by J. J. Sak...",Paperback,46.99,https://www.booksgoat.com/modern-quantum-mechanics-3rd-edition-9781108473224,315,61.09,active,,2026-04-20T08:34:08.383168,,,,2026-05-02T07:00:05.561732,156583146011,"Modern Quantum Mechanics, 3rd Edition by J. J. Sakurai, provides an in-depth treatment of quantum theory for advanced undergraduate and graduate students in physics. This third edition includes substantially updated material and worked examples reflecting contemporary developments in the field. ISBN: 9781108473224.",2026-04-25T21:12:22Z,0,false
9781933578170,"FYI: For Your Improvement – For Learners, Manage...",Paperback,41.99,https://www.booksgoat.com/fyi-for-your-improvement-5th-edition-9781933578170,315,54.59,active,,2026-04-20T08:34:18.325652,,,,2026-05-02T07:00:05.561732,156583165011,FYI: For Your Improvement is a development guide designed for managers and professionals seeking to enhance their leadership and workplace effectiveness. This edition includes practical strategies and self-assessment tools to support continuous learning and skill building. ISBN: 9781933578170.,2026-04-25T21:12:22Z,0,false
9781948558396,"NASCLA Contractors Guide to Business, Law and Proj...",Paperback,47.99,https://www.booksgoat.com/nascla-contractors-guide-book-14th-edition-business-law,315,,pending,,,,,,,154288331011,,,0,false
9781285080475,"Milady Standard Nail Technology, 7th Edition by Mi...",Paperback,79.99,https://www.booksgoat.com/milady-standard-nail-technology-7th-edition,315,103.99,active,,2026-04-20T08:34:30.448745,,,,2026-05-02T07:00:05.561732,156583180011,"Milady Standard Nail Technology, 7th Edition (ISBN: 9781285080475) covers nail care techniques, salon safety, and professional practices for students and practitioners in the beauty industry. This edition includes updated industry standards and practical applications to support both classroom learning and real-world salon work.",2026-04-25T21:12:22Z,2,false
9781948558143,"NASCLA Contractors Guide to Business, Law and Proj...",Paperback,79.99,https://www.booksgoat.com/nascla-contractors-guide-book-13th-edition-business-law,315,,pending,,,,,,,154288373011,,,0,false
9781119861904,Counseling the Culturally Diverse: Theory and Prac...,Paperback,56.99,https://www.booksgoat.com/counseling-culturally-diverse-9th-sue-neville,315,74.09,active,,2026-04-20T08:34:41.245108,,,,2026-05-02T07:00:05.561732,156583199011,This textbook provides counseling professionals and students with evidence-based theories and practical strategies for working effectively with culturally diverse clients. It features real-world case studies and contemporary research that illustrate how to apply cultural competence across various counseling settings. ISBN 9781119861904.,2026-04-25T21:12:22Z,0,false
9781108971638,Stahl’s Essential Psychopharmacology: Neuroscien...,Paperback,79.99,https://www.booksgoat.com/stahls-essential-psychopharmacology-5th-edition-9781108971638,315,103.99,active,,2026-04-20T08:34:52.311772,,,,2026-05-02T07:00:05.561732,156583227011,Stahl's Essential Psychopharmacology covers neuroscience foundations and medication mechanisms for students and clinicians seeking to understand psychiatric drug treatment. This edition integrates updated neurobiology research with practical clinical applications to enhance prescribing decision-making. Includes full-color illustrations and interactive learning resources.,2026-04-25T21:12:22Z,0,false
9781462543755,"Handbook of Applied Behavior Analysis, 2nd Edition...",Paperback,49.99,https://www.booksgoat.com/handbook-of-applied-behavior-analysis-2nd-edition-9781462543755,315,64.99,active,,,,,,2026-05-02T07:00:05.561732,156583247011,"This handbook covers applied behavior analysis theory and practice for professionals, students, and practitioners in psychology, education, and behavioral health. The second edition includes updated research, case studies, and practical applications across clinical, educational, and organizational settings. Ideal for both reference and coursework.",2026-04-25T21:12:22Z,0,false
9781138852976,Research Methods in Applied Settings: An Integrate...,Paperback,69.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=409261,315,90.99,active,,,,,,2026-05-02T07:00:05.561732,156583274011,This textbook covers research methods applied across real-world settings and is designed for students and practitioners in applied fields. It integrates theoretical foundations with practical applications to help readers design and conduct effective research studies. The book includes case studies and examples that illustrate research principles in action.,2026-04-25T21:12:22Z,0,false
9780134785431,Family Therapy: An Overview 9th Edition by Irene G...,Paperback,57.99,https://www.booksgoat.com/family-therapy-history-theory-and-practice-7th-edition-9780134785431,315,75.39,active,,,,,,2026-05-02T07:00:05.561732,156583295011,This 9th edition textbook introduces family therapy theories and practices for students and professionals in counseling and mental health fields. The book features updated research and contemporary case examples throughout to reflect current therapeutic approaches. ISBN: 9780134785431.,2026-04-25T21:12:22Z,0,false
9781119855675,"Fogoros' Electrophysiologic Testing, 7th Edition b...",Paperback,44.99,https://www.booksgoat.com/Fogors-Electrophysiologic-Testing-9781119855675,315,58.49,active,,2026-04-20T08:34:58.344014,,,,2026-05-02T07:00:05.561732,156583322011,"Fogoros' Electrophysiologic Testing, 7th Edition, covers cardiac electrophysiology fundamentals and testing procedures for medical students, residents, and practicing cardiologists. This latest edition reflects current clinical standards and diagnostic techniques in the field. ISBN: 9781119855675.",2026-04-25T21:12:22Z,0,false
9781498777803,"CRC Standard Mathematical Tables and Formulas, 33r...",Paperback,39.99,https://www.booksgoat.com/crc-standard-mathematical-tables-and-formulas-33rd-edition-9781498777803,315,51.99,active,,,,,,2026-05-02T07:00:05.561732,156583344011,"CRC Standard Mathematical Tables and Formulas, 33rd Edition, provides essential reference material for mathematicians, engineers, and scientists working with equations and numerical data. This edition includes updated tables, expanded content, and improved organization to support both academic study and professional application. Over 1,000 pages of formulas and mathematical references make this an invaluable desk reference.",2026-04-25T21:12:22Z,0,false
9781506386706,"Research Design: Qualitative, Quantitative, and Mi...",Paperback,52.99,https://www.booksgoat.com/research-design-qualitative-quantitative-mixed-methods-5th-edition,315,68.89,active,,2026-04-20T08:35:05.437626,,,,2026-05-02T07:00:05.561732,156583366011,"This textbook covers qualitative, quantitative, and mixed methods research design for students and researchers across social sciences and education. It includes real-world examples and practical guidance to help readers apply design principles to their own studies. The book is current and professionally organized for both classroom use and independent learning.",2026-04-25T21:12:22Z,0,false
9780199307173,Treating Nonepileptic Seizures: Therapist Guide (T...,Paperback,56.99,https://www.booksgoat.com/treating-nonepileptic-seizures-therapist-guide-lafrance-wincze,315,74.09,active,,,,,,2026-05-02T07:00:05.561732,156583379011,"This therapist guide provides evidence-based treatment strategies for patients experiencing nonepileptic seizures, making it invaluable for mental health professionals and medical practitioners. The book includes structured clinical protocols and case examples to support practical application in therapeutic settings.",2026-04-25T21:12:22Z,0,false
9781119465935,"Designing Effective Instruction, 8th Edition by Ga...",Paperback,59.99,https://www.booksgoat.com/designing-effective-instruction-8th-edition-9781119465935,315,77.99,active,,2026-04-20T08:35:16.421645,,,,2026-05-02T07:00:05.561732,156583402011,"Designing Effective Instruction, 8th Edition, covers instructional design principles and practical strategies for educators and training professionals developing learning experiences. This edition includes updated research, real-world case studies, and interactive problem-solving activities to help readers apply concepts to their own contexts.",2026-04-25T21:12:22Z,0,false
9781483343723,"Sexuality Counseling: Theory, Research, and Practi...",Paperback,44.99,https://www.booksgoat.com/sexuality-counseling-theory-research-and-practice-9781483343723,315,58.49,active,,,,,,2026-05-02T07:00:05.561732,156583417011,"Sexuality Counseling: Theory, Research, and Practice provides counseling students and professionals with evidence-based approaches to address sexual health and relationship concerns in clinical settings. This text integrates contemporary research with practical therapeutic techniques to help practitioners develop competence in this specialized counseling area. The ISBN 9781483343723 edition offers updated content reflecting current standards in sexual health counseling.",2026-04-25T21:12:22Z,0,false
9781634622349,"DAMA-DMBOK: Data Management Body of Knowledge, 2nd...",Paperback,49.99,https://www.booksgoat.com/dama-dmbok-2nd-edition-9781634622349,315,64.99,active,,2026-04-20T08:35:27.315018,,,,2026-05-02T07:00:05.561732,156583437011,"This second edition provides data management professionals and practitioners with foundational knowledge across all key disciplines in the field. The guide includes updated frameworks, real-world case studies, and practical applications to support career development and organizational implementation.",2026-04-25T21:12:22Z,0,false
9780898621839,Cognitive-Behavioral Treatment of Borderline Perso...,Paperback,49.99,https://www.booksgoat.com/cognitive-behavioral-treatment-of-borderline-personality-disorder-1st-edition-9780898621839,315,64.99,active,,,,,,2026-05-02T07:00:05.561732,156583450011,This textbook provides clinicians and mental health professionals with evidence-based strategies for treating borderline personality disorder using cognitive-behavioral approaches. The manual includes detailed case examples and session-by-session treatment protocols to guide clinical practice.,2026-04-25T21:12:22Z,0,false
9781118230701,Welding Metallurgy and Weldability by John C. Lipp...,Paperback,59.99,https://www.booksgoat.com/welding-metallurgy-and-weldability,315,77.99,active,,,,,,2026-05-02T07:00:05.561732,156583473011,"Welding Metallurgy and Weldability by John C. Lipp covers the science of welding processes, material behavior, and joint performance for engineers and welding professionals. This textbook includes detailed technical explanations with practical applications to real-world welding challenges. ISBN: 9781118230701.",2026-04-25T21:12:22Z,0,false
9781108488259,"Field Theory of Non-Equilibrium Systems, 2nd Editi...",Paperback,59.99,https://www.booksgoat.com/field-theory-of-non-equilibrium-systems-2nd-edition-9781108488259,315,77.99,active,,2026-04-20T08:35:38.413130,,,,2026-05-02T07:00:05.561732,156583493011,"This textbook covers field theory methods for studying non-equilibrium systems, designed for graduate students and researchers in physics and statistical mechanics. The second edition includes updated theoretical frameworks and modern applications to contemporary problems in the field. ISBN: 9781108488259.",2026-04-25T21:12:22Z,0,false
9781464134227,"Laboratory Techniques in Organic Chemistry, 4th Ed...",Paperback,79.99,https://www.booksgoat.com/laboratory-techniques-in-organic-chemistry-4th-edition-9781464134227,315,103.99,active,,2026-04-20T08:35:44.599896,,,,2026-05-02T07:00:05.561732,156583541011,"Laboratory Techniques in Organic Chemistry, 4th Edition (ISBN 9781464134227) covers fundamental and advanced lab procedures for organic chemistry students and professionals. This edition includes updated protocols and safety guidelines to reflect modern laboratory practices. An excellent resource for anyone seeking reliable hands-on instruction in organic synthesis and analysis.",2026-04-25T21:12:22Z,0,false
9781260453751,Roark's Formulas for Stress and Strain 9th edition...,Paperback,71.99,https://www.booksgoat.com/roarks-formulas-for-stress-and-strain-9th-edition-9781260453751,315,93.59,active,,,,,,2026-05-02T07:00:05.561732,156583575011,"Roark's Formulas for Stress and Strain, 9th edition (ISBN 9781260453751), provides engineers and designers with practical equations and solutions for analyzing structural behavior under various loading conditions. This edition includes updated data, modern computational methods, and expanded coverage of contemporary materials and design standards.",2026-04-25T21:12:22Z,0,false
9780691121376,Asset Pricing: Revised Edition by John H. Cochrane...,Paperback,46.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=2168,315,61.09,active,,2026-04-20T08:35:54.306231,,,,2026-05-02T07:00:05.561732,156583588011,This revised edition of Asset Pricing by John H. Cochrane covers modern financial theory and valuation methods for students and practitioners of finance. The updated text includes new material and refined explanations that reflect current market understanding and research developments. ISBN: 9780691121376.,2026-04-25T21:12:22Z,0,false
9781624104909,"Aircraft Design: A Conceptual Approach, 6th Editio...",Paperback,79.99,https://www.booksgoat.com/aircraft-design-a-conceptual-approach-6th-edition-9781624104909,315,103.99,active,,2026-04-20T08:35:59.870372,,,,2026-05-02T07:00:05.561732,156583617011,This 6th edition textbook covers aircraft design fundamentals and practical applications for engineers and students pursuing careers in aerospace. The book features updated content and real-world design examples that bridge theory with industry practice. ISBN: 9781624104909.,2026-04-25T21:12:22Z,0,false
9781319119164,"Introduction to Fourier Optics, 4th Edition by Jos...",Paperback,79.99,https://www.booksgoat.com/introduction-fourier-optics-4th-goodman,315,103.99,active,,,,,,2026-05-02T07:00:05.561732,156583631011,"Introduction to Fourier Optics, 4th Edition by Joseph Goodman, is a foundational textbook covering optical wave propagation and diffraction theory for students and professionals in optics and physics. This latest edition includes updated content and modern applications reflecting current research in the field. ISBN: 9781319119164.",2026-04-25T21:12:22Z,0,false
9781591266549,"PPI Fundamentals of Surveying Practice Exam, 5th E...",Paperback,59.99,https://www.booksgoat.com/ppi-fundamentals-of-surveying-practice-exam-5th-edition-9781591266549,315,77.99,active,,2026-04-20T08:36:05.503003,,,,2026-05-02T07:00:05.561732,156583670011,This PPI practice exam book prepares surveying professionals and exam candidates for the Fundamentals of Surveying (FS) certification test. The 5th edition includes updated practice problems and detailed solutions to reinforce key surveying concepts. ISBN 9781591266549.,2026-04-25T21:12:22Z,0,false
9780867157994,Zero Bone Loss Concepts by Tomas Linkevicius (ISBN...,Paperback,86.99,https://www.booksgoat.com/zero-bone-loss-concepts-9780867157994,315,,pending,,,,,,,156576845011,"Master the latest periodontal and implant techniques with this brand-new paperback by leading prosthodontist Tomas Linkevicius, whose groundbreaking research on maintaining bone levels around dental implants has revolutionized clinical practice. Dental professionals, implantologists, and periodontists will find specific protocols and evidence-based strategies for achieving zero bone loss in implant therapy, directly applicable to their patient care. This cutting-edge guide combines clinical case studies with biomechanical principles to help practitioners prevent the bone resorption that commonly occurs after implant placement. Ideal for dentists seeking to advance their surgical and restorative skills to the highest standard.

This item is sourced internationally to offer significant savings. Tracking information may not update until the package reaches the United States. All books are brand new, in mint condition, and carefully inspected before shipment.",,0,false
9781421436524,"Mammalogy: Adaptation, Diversity, Ecology, 15th Ed...",Paperback,66.99,https://www.booksgoat.com/mammalogy-adaption-diversity-9781421436524,315,87.09,active,,2026-04-20T08:36:24.096718,,,,2026-05-02T07:00:05.561732,156583714011,"This 15th edition textbook covers mammalian adaptation, diversity, and ecological principles for students of biology and zoology. The latest edition includes updated research, expanded coverage of conservation topics, and enhanced illustrations throughout the text.",2026-04-25T21:12:22Z,0,false
9780190672751,Assessment in Counseling: Practice and Application...,Paperback,69.99,https://www.booksgoat.com/assessment-in-counseling-balkin-juhnke,315,90.99,active,,2026-04-20T08:36:30.406526,,,,2026-05-02T07:00:05.561732,156583737011,Assessment in Counseling: Practice and Application prepares counseling students and professionals to effectively evaluate client needs and progress using contemporary assessment methods. This textbook integrates real-world case studies and practical exercises to bridge theory and clinical practice. The ISBN is 9780190672751.,2026-04-25T21:12:22Z,0,false
9781138292406,"Death, Society, and Human Experience, 12th Edition...",Paperback,69.99,https://www.booksgoat.com/index.php?route=product/product&path=315&product_id=427704,315,90.99,active,,2026-04-20T08:36:36.863388,,,,2026-05-02T07:00:05.561732,156583753011,"Death, Society, and Human Experience, 12th Edition (ISBN: 9781138292406) explores thanatology and end-of-life issues for students and professionals in healthcare, counseling, and social work. This edition incorporates contemporary perspectives on grief, dying, and cultural attitudes toward mortality. A valuable resource for understanding death's role in human society and individual well-being.",2026-04-25T21:12:22Z,0,false
9781544393247,The IDEATE Method: Identifying High-Potential Entr...,Paperback,44.99,https://www.booksgoat.com/the-ideate-method-9781544393247,315,58.49,active,,2026-04-20T08:36:44.308385,,,,2026-05-02T07:00:05.561732,156583775011,The IDEATE Method teaches entrepreneurs and business students a systematic framework for identifying and evaluating high-potential business opportunities. This textbook includes practical exercises and real-world case studies that reinforce learning throughout each chapter. ISBN 9781544393247.,2026-04-25T21:12:22Z,0,false
